# SPOT, PRICE, DELTA, VEGA
1.360441329794251253e+01,2.634949491559857648e+01,-1.001150927519198097e+00,5.241135540443758040e-02
3.406232175033213139e+01,5.971346580171641882e+00,-9.968261396392177343e-01,1.599820287253526541e+00
5.094093553393523877e+01,2.414267517972959187e-01,-9.691387855986300925e-01,5.467040729061241500e+00
5.928016911195332028e+01,2.945878958828091962e-02,-9.893709045558984894e-01,4.182788679185142300e+00
4.748245253538924970e+01,5.195610172573872365e-01,-9.505347004639211894e-01,5.535779376677006702e+00
6.308420431512264059e+01,1.029212248427832654e-02,-1.002934537471661836e+00,3.553646771761626688e+00
1.657828282045894497e+00,3.829604899828458997e+01,-1.001151788822733923e+00,6.383606731273615449e-03
5.090165930921264703e+01,2.454570960014413050e-01,-9.609938063715522949e-01,5.720177165901347394e+00
5.221336586324460427e+01,1.819381368357237683e-01,-9.632127133551132703e-01,5.493961843450555271e+00
6.891786386608531600e+00,3.306208520872316114e+01,-1.001154682851930655e+00,2.653747774680097898e-02
5.011021018440737151e+01,2.984353748186262534e-01,-9.636503907581428496e-01,5.662791536262945513e+00
5.223315663715510482e+01,1.766792771041691135e-01,-9.760266063356123345e-01,5.351559862647286892e+00
7.753575446578517472e+01,1.312534900003442127e-04,-1.004453717737493479e+00,2.227558536044683013e+00
3.867099176708936170e+01,2.855289419071507684e+00,-9.774079241709652255e-01,4.525596028288936701e+00
1.885739211890889777e+01,2.109659009628588677e+01,-1.001148615748617798e+00,7.261556982767303214e-02
7.277250340985017374e+01,5.248965534727634535e-04,-1.003856338166225548e+00,2.597740092577117021e+00
4.807717108519451443e+00,3.514614793351577759e+01,-1.001155706014521973e+00,1.851361964463803245e-02
1.033564310573429346e+01,2.961825538774212774e+01,-1.001152020484832317e+00,3.979826914736905863e-02
4.817262478405420723e+01,4.521572665883580311e-01,-9.535527336456254277e-01,5.641477724070675492e+00
4.156067726628685932e+01,1.701709378101322612e+00,-9.584087943899572970e-01,5.195018587192224757e+00
3.970102345451443426e+01,2.385831274337463004e+00,-9.717765825589373963e-01,4.795594947046997625e+00
6.678497798340465863e+00,3.327540334938989020e+01,-1.001150258190012465e+00,2.571607613511506241e-02
3.739185661832511443e+00,3.621471101169005635e+01,-1.001148112223130937e+00,1.439799487152110431e-02
5.975814965136844137e+01,2.151216196837580502e-02,-9.859589461482418660e-01,3.966030340669917109e+00
3.814329204872679568e+00,3.613953130067384478e+01,-1.001157731382575022e+00,1.468748143652557486e-02
1.273659931485730645e+01,2.721731759284771002e+01,-1.001151042731508012e+00,4.904330648047183772e-02
3.037897817325539052e+01,9.574786438180577619e+00,-1.001157674198388081e+00,1.171798002062202915e-01
3.169861984754398065e+01,8.256139820837642418e+00,-1.001181357981893116e+00,1.415782314628770966e-01
1.378886457850452274e+01,2.616502560212328987e+01,-1.001153248034169385e+00,5.309525599797366296e-02
3.838329367314399221e+00,3.611554349397647456e+01,-1.001154381125969328e+00,1.478001111136389642e-02
1.258401400885995614e+00,3.869547135425642637e+01,-1.001154524568471649e+00,4.845593293154994673e-03
3.948078422685884448e+01,2.480128666026077067e+00,-9.714226203542991600e-01,4.819677733112022189e+00
6.049407164849687035e+01,2.035800891078805991e-02,-9.892197552297951058e-01,4.018939830256018197e+00
1.601802167270392374e+01,2.393583436287768507e+01,-1.001155254206868017e+00,6.169194528201533273e-02
4.446977354275638561e-01,3.950917585621652250e+01,-1.001152664172631379e+00,1.712347394518622329e-03
3.166059935704494066e+01,8.293873396957531341e+00,-1.001107001396137841e+00,1.510918030312139726e-01
6.083456592657639561e+01,1.860973780501482336e-02,-9.909398306107151111e-01,4.012366829648279065e+00
1.609467340373526412e+01,2.385919882150237825e+01,-1.001154273476628997e+00,6.198556583980224105e-02
6.446764997392557817e+00,3.350711706200736728e+01,-1.001152578229171031e+00,2.482557054824972506e-02
4.425366353981284817e+01,1.000600727890465835e+00,-9.517681628605459965e-01,5.203123057836604559e+00
5.619349647507786472e+01,6.455126486928113028e-02,-9.784143005537997428e-01,4.684702620465992062e+00
5.643901151876867317e+01,6.046678284908905965e-02,-9.851936794983241485e-01,4.461110870603856249e+00
5.326900204127707639e+01,1.387203317764837684e-01,-9.763494831003525221e-01,5.378562340904673000e+00
3.050987662954527835e+01,9.444007003979445258e+00,-1.001153329511043300e+00,1.176676942655560942e-01
3.510825261367595829e+01,5.111313726779607158e+00,-9.933773259004597955e-01,2.582680741989252127e+00
4.734267328724443757e+01,5.388595726973115507e-01,-9.547042673832655257e-01,5.428236132427479710e+00
4.250646199843701112e+01,1.422164817327440822e+00,-9.619492902857570416e-01,5.106381265530665736e+00
4.805511706305019004e+00,3.514835272769342822e+01,-1.001156248940587856e+00,1.850410797740135657e-02
5.173935860776256845e+01,2.020332109709674917e-01,-9.648758482044339502e-01,5.663493840021135206e+00
3.413048394705388233e+01,5.914827445635668646e+00,-9.975036850211191908e-01,1.529992886021306564e+00
6.526314233275375898e+01,5.763062587071232125e-03,-1.002549914735605840e+00,3.468260730984049189e+00
1.199951511931655723e+01,2.795428938420512210e+01,-1.001160207830600779e+00,4.620552711815820862e-02
2.607127072718387240e+01,1.388257503927715675e+01,-1.001155535358170257e+00,1.003934105561641588e-01
6.572054727516017181e+01,5.294011398780319039e-03,-9.943520042069649012e-01,3.622748384840952962e+00
7.453629060862532185e+01,2.895602583150543637e-04,-1.003817202706385636e+00,1.691964360518402488e+00
3.640160893616966575e+01,4.179170197579163748e+00,-9.881461308277379452e-01,3.469105259629279736e+00
2.110857092837405702e+01,1.884528828500048903e+01,-1.001155028720209783e+00,8.128860967940172710e-02
3.760596066663747905e+01,3.434997207482031190e+00,-9.809333939044871942e-01,4.189322261533898306e+00
7.739065994375502555e+01,1.258846522274373585e-04,-1.003592553265455267e+00,2.095837206252873397e+00
4.594722577694206223e+01,7.188951182072558233e-01,-9.483813505712697101e-01,5.417001524142154523e+00
6.671409076449641873e+01,4.207230295617080465e-03,-9.956124875200266233e-01,3.503921817920229387e+00
2.867531881533386340e+01,1.127873008510443320e+01,-1.001147401314984586e+00,1.105811600833419422e-01
1.878939720713317385e+01,2.116459413453946681e+01,-1.001148194285983672e+00,7.234988879093670611e-02
7.154201664602912558e+01,6.508958667200009669e-04,-1.003478976748357843e+00,1.808227076401204947e+00
8.536380243271217694e+00,3.141750806623787184e+01,-1.001152689699506659e+00,3.287007708018738206e-02
3.216223413089723238e+01,7.792966646277134757e+00,-1.001046218672474675e+00,1.900135270989449510e-01
1.061077557910945046e+01,2.934312229667966676e+01,-1.001152110209109880e+00,4.085805855857260749e-02
6.353937603471631235e+01,8.187278554749521584e-03,-1.003479547139450423e+00,2.984725015422049488e+00
3.172410179641524053e+01,8.230353338496827931e+00,-1.001154779861652910e+00,1.385157908155137674e-01
7.639983417491329476e+01,1.016336796343358777e-04,-1.004129504402549777e+00,1.805581209892476835e+00
6.395065541057153524e+01,7.839001071093537262e-03,-9.976447398097626484e-01,3.763193892974381338e+00
6.510499098021784903e+01,6.625412157475783076e-03,-9.893279916396200413e-01,4.014815534358324278e+00
3.976425838525948109e+01,2.347380845076646239e+00,-9.690557357102760339e-01,4.820371635472397109e+00
7.211875716358480304e+01,7.994887911813795258e-04,-1.002590824554160598e+00,2.891709478075880746e+00
6.845073761994493111e+01,1.948691402718187148e-03,-1.000703633735671394e+00,2.421809745576763984e+00
7.251976183069209014e+01,4.969282169662598420e-04,-9.990905207355837980e-01,3.130172052008367789e+00
5.234723133642830106e+01,1.784194362082391350e-01,-9.652627931402271155e-01,5.660858678642693320e+00
3.684586435642096092e+01,3.890939452502411910e+00,-9.854461488969870064e-01,3.754675545683607840e+00
1.880089390495638213e+01,2.115293595792669734e+01,-1.001156657451107712e+00,7.240448349418185381e-02
5.322513849687219079e+01,1.449131383129966255e-01,-9.712552435701002906e-01,5.405199381422136184e+00
5.205396619839844163e+01,1.905847747403884573e-01,-9.669885764964710750e-01,5.533845217866049104e+00
2.482810262684031599e+01,1.512582794994314916e+01,-1.001152140483290376e+00,9.561012413870753623e-02
4.523298981071314984e+01,8.213701530765472603e-01,-9.490929683331457145e-01,5.223590814472530042e+00
1.251701644853013384e+01,2.743686469636149994e+01,-1.001153842303618369e+00,4.819791966009061290e-02
2.889930818627550480e+01,1.105466464775813762e+01,-1.001150786150445393e+00,1.113694699035810420e-01
7.570681326709851078e+01,2.661230470587217195e-04,-1.004128205757201853e+00,1.735646318920121223e+00
4.733616093901451904e+01,5.358575760894151996e-01,-9.528775452085319619e-01,5.499031251264701936e+00
1.071219170105949026e+01,2.924166161365982219e+01,-1.001155935930514218e+00,4.125272906190041722e-02
6.871910669201095345e+01,2.171487527573511510e-03,-9.991082243630569071e-01,3.172122742095240255e+00
2.853070740461907562e+01,1.142312468644628787e+01,-1.001155939560352204e+00,1.098603352999724808e-01
3.422805243816276999e+01,5.833589545280513100e+00,-9.976298528169458280e-01,1.559755861790482312e+00
7.980418826156891043e+01,8.416479731533517666e-05,-1.003594940119328482e+00,1.813171369087992035e+00
6.045531517560479529e+01,2.313376467078937654e-02,-9.986708416679060951e-01,4.037712915331655772e+00
1.718947926450775654e+01,2.276436103806596734e+01,-1.001156193161756747e+00,6.620086161690356963e-02
2.292786644343418345e+01,1.702598170865878657e+01,-1.001155396390569718e+00,8.831140681568655504e-02
5.933982669408347022e+01,2.842079471590549383e-02,-9.844737481771976828e-01,4.643689864060285721e+00
6.059946450009729801e+01,1.804352880955571725e-02,-9.926534210237751843e-01,3.786342787663079967e+00
2.189743622562839676e+01,1.805649425470296521e+01,-1.001151825105402349e+00,8.432360459218181392e-02
6.290979429254715427e+01,1.175637060267411063e-02,-9.976760264907156284e-01,3.870407865241809464e+00
1.137469928879708547e+01,2.857921105706865461e+01,-1.001151149814756280e+00,4.380019242639379695e-02
7.839546849294282538e+01,1.208991642308911298e-04,-1.003211687121168483e+00,1.599850646106791396e+00
1.101875765338769853e+01,2.893510256627270394e+01,-1.001155652478238123e+00,4.242881349221876153e-02
2.648745170706652274e+00,3.730512959689516350e+01,-1.001153757362907681e+00,1.019923530749928392e-02
4.819928996987716374e+01,4.501938282712905637e-01,-9.618802475375793914e-01,5.485889648564789667e+00
4.936334018233502974e+01,3.493089298415736899e-01,-9.655686274328408869e-01,5.552491544978899185e+00
4.624312568845743954e+01,6.725815591304158403e-01,-9.484179755355974795e-01,5.422400727444072643e+00
1.669914695430581730e+01,2.325475718956326432e+01,-1.001152613431146809e+00,6.430206655111270209e-02
7.577726522099756323e+01,3.588320182648469469e-04,-9.954147398328757612e-01,4.221026019352001946e+00
4.722986880924396758e+01,5.508353626195775510e-01,-9.563331315846957947e-01,5.387806739022228619e+00
7.115276903722671520e+00,3.283860523382758601e+01,-1.001153194146310321e+00,2.739800845922074971e-02
4.323564111814410182e+01,1.241394485644323975e+00,-9.573142330802625333e-01,5.199849373351657533e+00
6.087026280770630393e+01,1.992256633114963121e-02,-9.863550341823186240e-01,4.062661558712983734e+00
4.173176947090159672e+01,1.639395488748029761e+00,-9.560367065049439894e-01,5.129551068358027877e+00
7.867144533359333991e+01,7.669712016586694987e-05,-1.003119418887041148e+00,1.391011007165576130e+00
4.123089311963699544e+01,1.815461987213792705e+00,-9.592420037295261714e-01,5.187795408002600972e+00
4.701389259882207128e+00,3.525248259737360712e+01,-1.001154706634060476e+00,1.810314609711488262e-02
2.255550250517917021e+01,1.739829134249436038e+01,-1.001157949596518604e+00,8.686129352172990148e-02
7.477012394297453568e+01,2.258817537594834195e-04,-1.003781032608194845e+00,1.739296464006398146e+00
8.083973986888919327e+00,3.186989985319437579e+01,-1.001154379669037198e+00,3.112809985424835890e-02
2.528630315089358049e+01,1.466760513994717208e+01,-1.001152806156845543e+00,9.742800934515179201e-02
4.437643251303272507e+01,9.896306631000004739e-01,-9.471871399360616284e-01,5.238996366024945672e+00
2.520000800860164247e+01,1.475382918772586116e+01,-1.001155519046800002e+00,9.707785431443691215e-02
4.027201680484729707e+01,2.149777075667554271e+00,-9.657475096904339917e-01,4.966189048267888317e+00
5.747164093350260572e+01,4.676545369136850955e-02,-9.885561319806458469e-01,4.361576978373924440e+00
3.813488452337242762e+01,3.136037087894738562e+00,-9.748984727981695464e-01,4.420574037574336757e+00
7.328056585074182294e+01,4.557355766955578169e-04,-1.005373242403440726e+00,2.947329997159258141e+00
1.765324813356485834e+01,2.230063516452930372e+01,-1.001152611016167260e+00,6.804781441506867201e-02
2.656189234010784617e+01,1.339205830105589179e+01,-1.001151577049559815e+00,1.022787707912301836e-01
3.131440192563107416e+01,8.640004459060522279e+00,-1.001166842477233532e+00,1.268005002566377493e-01
4.679034030730639415e+01,5.968761729533793581e-01,-9.513555186966385913e-01,5.452518293919630388e+00
5.655615449315619969e+01,5.978063898087315753e-02,-9.790000032595466140e-01,5.079620941563436354e+00
6.399870245183629436e+01,7.028154399159684471e-03,-9.972316402937483337e-01,3.734458838667672698e+00
5.158357168915246405e+01,2.084988340067047419e-01,-9.696918597387932381e-01,5.579281717294486853e+00
3.429229670521266371e+01,5.792632179506971291e+00,-9.945441178616953870e-01,1.740803886589582072e+00
7.903617775528459788e-01,3.916351458652304274e+01,-1.001149960507884851e+00,3.043348701476809338e-03
4.805643962439313555e+01,4.628136973818093303e-01,-9.526779707127435159e-01,5.641202637041128121e+00
4.703838674260187247e+01,5.686094662993631532e-01,-9.522017986355325592e-01,5.439092050671640699e+00
3.264677877901820580e+01,7.314392897515542558e+00,-1.000659026106657912e+00,3.685063662213059477e-01
5.872253781739519951e+01,3.601492994767029054e-02,-9.831397629054121623e-01,4.552337014409095772e+00
7.830298954114140031e+01,1.952250538984677086e-04,-1.003456688433152388e+00,1.505972552132520459e+00
5.252738020078645320e+01,1.626068472929950992e-01,-9.724685903467076287e-01,5.439354789938380286e+00
2.566767983664366426e+00,3.738710419863740242e+01,-1.001154741641619994e+00,9.883584375151851370e-03
4.951158633685235344e+00,3.500271255737543896e+01,-1.001154831528853428e+00,1.906490918376828325e-02
3.111308384915134440e+01,8.840786837579845070e+00,-1.001151020158957294e+00,1.211162603738961258e-01
7.916553341383314546e+01,1.590260104591743168e-04,-1.006059082793688386e+00,2.453209345737623170e+00
3.236256559450899317e+01,7.595159073036117370e+00,-1.001198003231273281e+00,2.289639204684869311e-01
2.514397435069588127e+01,1.480980095029937971e+01,-1.001158131671397777e+00,9.684844467097802889e-02
5.781676332237680782e+01,4.377412288779252564e-02,-9.825844419409310859e-01,4.688810889054408015e+00
7.665930188118016986e+01,2.372043229347760079e-04,-1.004641061070214558e+00,2.415635988433916914e+00
8.117285072095281606e-01,3.914214418959779351e+01,-1.001154603382943264e+00,3.125637429576864218e-03
2.112588592566760681e+01,1.882805734125875574e+01,-1.001150599749534686e+00,8.138043079761685117e-02
1.582632310401081988e+01,2.412752377073814714e+01,-1.001155644558989088e+00,6.096181688150979772e-02
4.950860482305301957e+01,3.331255966385254785e-01,-9.630764783461719380e-01,5.651614994994409891e+00
5.895747937414341777e-01,3.936429716441148940e+01,-1.001155892087920662e+00,2.270216456079855120e-03
4.259098403706745728e+01,1.394689686270781381e+00,-9.557300071015794041e-01,5.138488733638555850e+00
2.236102350631113467e+01,1.759285388774229020e+01,-1.001154018191414474e+00,8.612486526256372954e-02
6.932505004842366247e+01,1.294194495892185418e-03,-9.986823546494220105e-01,2.627681165866780688e+00
4.079425247997350112e+01,1.963386991140659399e+00,-9.627849120516016601e-01,5.066297612684333984e+00
2.187388137686771472e+01,1.807996133019507567e+01,-1.001155888090987434e+00,8.422755821482634520e-02
1.422552290957169951e+01,2.572836759022574071e+01,-1.001152934010755224e+00,5.478403341768612461e-02
6.663370791978064744e+01,3.802018744152785724e-03,-9.945445367581301488e-01,3.682927268357398365e+00
3.523431748121967644e+01,5.019078270621327498e+00,-9.922322253016352400e-01,2.603710401089907034e+00
3.073436461063558056e+01,9.219578595035784474e+00,-1.001160998333335383e+00,1.192221297466289215e-01
7.808935747392143867e+01,6.619160970238488310e-05,-1.001999730699832725e+00,7.840080848817352344e-01
2.400445197612300063e+01,1.594941206036821058e+01,-1.001154845593207776e+00,9.243666419190513239e-02
4.397183266860103146e+01,1.071870238239871931e+00,-9.517833692726160866e-01,5.224110112304740206e+00
4.824395026006628484e+01,4.522979545421685899e-01,-9.530849378941539385e-01,5.701939717376433236e+00
5.995009069834873472e+00,3.395885678241635475e+01,-1.001155603422437146e+00,2.308463044256976390e-02
6.936169135113645723e+01,1.619568411109658518e-03,-9.901875562144717424e-01,4.385131954846372082e+00
2.259415048058865949e+00,3.769446662982755925e+01,-1.001150565341892840e+00,8.700056356561826354e-03
4.989071092808260488e+01,3.125247293037075602e-01,-9.674369109291462987e-01,5.611884924272530384e+00
6.063432021759228974e+01,1.980560143467337969e-02,-9.886907101728146241e-01,4.040993563086789031e+00
4.604765357485783284e+01,7.034791216218029275e-01,-9.510743562582497646e-01,5.443142803412468922e+00
6.899923960789989508e+01,1.862481844653680364e-03,-1.004967211058222176e+00,3.051652764109218374e+00
3.849744871616589847e+01,2.946536719187061948e+00,-9.729382069244876252e-01,4.545609657985639096e+00
5.337588318785277863e+01,1.383324317476793408e-01,-9.732497648130618018e-01,5.404096822888667440e+00
3.598094580793250685e+01,4.468968487027872527e+00,-9.885012650322300143e-01,3.183505666294226710e+00
3.772437488048283427e+01,3.368715366898163754e+00,-9.794117288268368027e-01,4.290458042816675643e+00
5.390364848706008516e+00,3.456352288236750780e+01,-1.001151733518151454e+00,2.075605043298914265e-02
6.216104808103018087e+01,1.345126783671064981e-02,-9.906135620983278489e-01,3.981375394729722128e+00
3.669207035470304135e+01,3.987066676309321878e+00,-9.866812407823790654e-01,3.734962733110964717e+00
7.751443057179187690e+01,1.850116320607114761e-04,-1.004005995853590516e+00,2.294468199083872673e+00
1.691130579175393933e+01,2.304256183149981752e+01,-1.001154816828329075e+00,6.511859712412088053e-02
5.768750717768674008e+01,4.439429518713676470e-02,-9.835427689364317771e-01,4.612824755397987531e+00
3.950007577453590812e+01,2.473153871047011343e+00,-9.644016885649362436e-01,4.811821804208063824e+00
7.431716366271869845e+01,4.343836948420415345e-04,-1.004083690116911898e+00,2.258786552865658770e+00
5.652222792341822810e+01,5.967643099655479955e-02,-9.786533278486445608e-01,4.963374768393849834e+00
2.767796381903533387e+00,3.718608385428539975e+01,-1.001151811754162679e+00,1.065763216272815929e-02
3.075782986177032541e+01,9.195979322663545119e+00,-1.001156576976660606e+00,1.184372114824238237e-01
5.969934897005160224e+01,2.505153788284782482e-02,-9.874040392408313105e-01,4.245632509647111696e+00
1.857074027581693088e+01,2.138308760256540353e+01,-1.001156352294566343e+00,7.153413434647806768e-02
3.015620084040150317e+01,9.797816618060405602e+00,-1.001149542065377540e+00,1.161988900306643174e-01
6.312528726001774260e+01,9.977191419148998333e-03,-9.933384629438066771e-01,3.701169828279695206e+00
6.277590408893254192e+01,1.324831305007571555e-02,-9.884029019066078448e-01,4.329473130734072583e+00
5.589729171210266401e+01,7.281106442799445411e-02,-9.813688674677603085e-01,4.698921530978895866e+00
3.538527097005677291e+01,4.896623934699813496e+00,-9.913083264548577800e-01,2.880647329270569212e+00
4.661296773872065557e+01,6.215408105577444609e-01,-9.475169503827225448e-01,5.485550995972503507e+00
4.874327085309302987e+01,4.023748144162932472e-01,-9.544644849426139332e-01,5.701076217671968926e+00
4.204211023963804905e+01,1.560458067768642154e+00,-9.554782641602832527e-01,5.209899969294166766e+00
1.568354202469305569e+01,2.427037542416896798e+01,-1.001151660080611849e+00,6.039078513063628889e-02
4.489893053185742389e+01,8.805127095258109549e-01,-9.485095763389090884e-01,5.263964518957276795e+00
5.109577542377437709e+01,2.318681169700211597e-01,-9.573477523088015362e-01,5.623097508671367706e+00
1.129049729976960847e+00,3.882482321126742875e+01,-1.001154360977044577e+00,4.347511772793869779e-03
2.121110582116343579e+01,1.874278938364398073e+01,-1.001153453216764300e+00,8.167527630540054318e-02
4.134486394751195348e+01,1.762601707082352309e+00,-9.638826968129439177e-01,5.093755427543016800e+00
1.387798653181305575e+01,2.607593157864307898e+01,-1.001151078370516423e+00,5.344307843367351873e-02
5.579344655899573979e+01,7.251063184177544696e-02,-9.810181356466612934e-01,4.931474720233500086e+00
6.982914949866992060e+01,1.470797649334748764e-03,-1.003209041238902088e+00,2.324923213154983070e+00
2.231621327195487225e+01,1.763772096546885493e+01,-1.001151746872126047e+00,8.593141176922010349e-02
4.465182613470424400e+01,9.250219967028373569e-01,-9.535069091012708942e-01,5.190749429061247255e+00
6.186919158187862422e+00,3.376697324088654284e+01,-1.001151335887882743e+00,2.382323992403885884e-02
4.351205443851766574e+01,1.168224049602306192e+00,-9.552551417342811657e-01,5.180130223353239138e+00
3.154223495494741059e+01,8.412059937168947954e+00,-1.001097713446188919e+00,1.499564317379319389e-01
4.742571358635164813e+01,5.250178356818977488e-01,-9.581938502527849177e-01,5.372347646074726590e+00
1.603194548998322588e+01,2.392189640179666199e+01,-1.001156440408933035e+00,6.173263645992970589e-02
6.699648164674050577e+01,3.645062782218101184e-03,-1.000498587965225727e+00,3.681551133634906936e+00
5.953356714099893310e+01,2.815648606693588879e-02,-9.818637460177078724e-01,4.466526616481336198e+00
1.937157925357474397e+01,2.058231682033258281e+01,-1.001153307749573562e+00,7.459200248480504780e-02
5.233851350237169697e+01,1.748637654676968578e-01,-9.677432807180109675e-01,5.496186594362675315e+00
6.027667670997657012e+01,2.190279577954005671e-02,-9.884313553595813762e-01,4.147717778539453448e+00
1.374300088896223571e+01,2.621091567160452129e+01,-1.001151322081515582e+00,5.291855195904553166e-02
1.864298017485619141e+01,2.131094848328926616e+01,-1.001150655747934826e+00,7.184233187509349305e-02
7.525414801051783797e+01,5.181362011073395359e-04,-9.994639559296228937e-01,3.853536830261506285e+00
1.648069390884616681e+00,3.830580513215786453e+01,-1.001153447670004359e+00,6.346039818013594729e-03
7.123571275829814908e+01,8.818730878775065188e-04,-9.933142600194659888e-01,3.227935265089849182e+00
3.935406066179200479e+01,2.531662367452614415e+00,-9.713672968568666244e-01,4.723642231489267651e+00
5.152672123902831203e+01,2.102649813006802759e-01,-9.637456388261663731e-01,5.689374790418328054e+00
6.916173843437066182e+01,1.500977169680557709e-03,-1.003634405603133661e+00,2.809106612148897675e+00
7.642339292258940020e+01,1.353161926844215766e-04,-1.002656899222098552e+00,1.537229289525204434e+00
2.048544272880064909e+01,1.946842312352302073e+01,-1.001154850208141767e+00,7.888115517922969500e-02
3.867426361966546722e+01,2.864254837037996992e+00,-9.741729857658526504e-01,4.573289508406821469e+00
3.668139824006858873e+01,3.996369567609356466e+00,-9.864976985765558926e-01,3.627465417084199562e+00
6.606600855219595303e+01,4.606292251136326690e-03,-9.923032035673420292e-01,3.646986469911378759e+00
1.144907774369077202e+00,3.880896578980612333e+01,-1.001153818353637037e+00,4.408572269124453116e-03
2.699321757807157951e+01,1.296070518205182331e+01,-1.001152523568350938e+00,1.039753080479609015e-01
2.274858627375428100e+01,1.720530624258047325e+01,-1.001153643099948143e+00,8.759550008977991242e-02
7.579037255598062472e+01,1.553280126384852706e-04,-1.002958059795623580e+00,1.431991639373112024e+00
1.324287856025436305e+01,2.671103252327593580e+01,-1.001151615670577977e+00,5.099280487203039502e-02
1.870421694543685120e+01,2.124962983041840658e+01,-1.001155233254606980e+00,7.206674510465523043e-02
4.776477380113551874e+01,4.929194834580142848e-01,-9.538118557394085206e-01,5.544018508497692288e+00
6.856493182466953940e+00,3.309738391804395974e+01,-1.001153119469898156e+00,2.640568290640321614e-02
1.570304065814172034e+01,2.425080421495642469e+01,-1.001155796163493594e+00,6.048021415749557650e-02
5.854585140693395573e+01,3.593704086161393640e-02,-9.813242475769196060e-01,4.703275789931514517e+00
5.537446028083445881e+00,3.441641924496319405e+01,-1.001155867667866906e+00,2.132248685734577931e-02
3.538788917328190564e+01,4.887408902222682094e+00,-9.924268693190972934e-01,2.689990492402825062e+00
6.795925247017669335e+01,2.876571723946954543e-03,-1.002654959504830856e+00,3.850063569147564646e+00
4.930548063846929097e+01,3.502003187290250175e-01,-9.570448753707151424e-01,5.715915325766891542e+00
5.861668368151068620e+01,3.484241662627764885e-02,-9.875497532219209562e-01,4.361227803603433095e+00
3.127273138593942292e+01,8.682259910084633603e+00,-1.001063525728774772e+00,1.350864656428398536e-01
1.475878900096551760e+01,2.519504734602726970e+01,-1.001156107336496293e+00,5.685171626415175261e-02
3.964289536064866581e+01,2.413875475288180361e+00,-9.744290634740924162e-01,4.764976295134978557e+00
2.386428411121379867e+01,1.608963388610324685e+01,-1.001151922456139376e+00,9.195633614894260788e-02
6.312781136034347185e+01,9.239550556855059479e-03,-9.983757147890861550e-01,3.465021147279236047e+00
2.220563969422677530e+00,3.773331341872696498e+01,-1.001152430342619581e+00,8.550473133533794540e-03
4.441044916203811255e+00,3.551281925109860538e+01,-1.001156360504971143e+00,1.710088284435750533e-02
7.227659831741596008e+01,6.414243971204102628e-04,-1.002552412783574320e+00,2.357677863324349588e+00
2.085609963290033164e+01,1.909785546647045607e+01,-1.001150560076608853e+00,8.030806087881579847e-02
5.824317508381461295e+01,3.827811304038176987e-02,-9.837249716133599220e-01,4.644418251767847394e+00
6.403878252144772887e+01,8.205015205291087479e-03,-9.908328250266216219e-01,4.053432754438590635e+00
6.535711815374041223e+00,3.341814455542731821e+01,-1.001157024281942087e+00,2.516643766401601215e-02
1.637095019187119860e+01,2.358297469053922057e+01,-1.001151325241370627e+00,6.303768646174051637e-02
3.765263128988440400e+01,3.410117407379075427e+00,-9.788574774657301525e-01,4.243370467660890988e+00
4.587397379594357005e+01,7.289775788238155307e-01,-9.467850717710944997e-01,5.382769109289568199e+00
1.175154694785184972e+01,2.820238805212776612e+01,-1.001149210575879467e+00,4.525019980725927121e-02
6.568126574139442653e+01,4.552712253166652998e-03,-9.949487037922559729e-01,3.719610722830952287e+00
3.295514365035920434e+01,7.013554855848034286e+00,-1.000756456151781437e+00,4.486908027167393342e-01
3.448294547735674342e+01,5.620782265335262373e+00,-9.961149463723046882e-01,1.964590623935822178e+00
4.644252106707818228e+01,6.454914257139142686e-01,-9.496246877748347748e-01,5.422874904431552068e+00
3.841195469309163002e+01,3.001358320100911747e+00,-9.727349009109831357e-01,4.524424094428335152e+00
3.506915804395365654e+01,5.145111952805883071e+00,-9.939207520341525326e-01,2.366301269834310883e+00
5.206798182213149317e+01,1.907143282758156366e-01,-9.666877707974711464e-01,5.545213267907783461e+00
6.181765610976297509e+00,3.377208445865085906e+01,-1.001157941925434169e+00,2.380462050453336503e-02
1.776414897706996499e+01,2.218973546289031873e+01,-1.001152215632573617e+00,6.846835437060336260e-02
7.941777666729387875e+01,9.597630561652426560e-05,-1.003040848422109610e+00,1.327394372955131407e+00
3.593425834101382321e+01,4.507600762510586279e+00,-9.907300300254450187e-01,3.168464653364831296e+00
3.762721822120461468e+01,3.424986293182124442e+00,-9.792998671052560722e-01,4.222566899129802209e+00
6.212860681964419030e+01,1.141200119214827793e-02,-1.002698002669187183e+00,3.102042622239948422e+00
5.074166903069470891e+01,2.602962382267539065e-01,-9.625560463560384195e-01,5.700715244786898062e+00
2.150083758147594182e+01,1.845311671786027574e+01,-1.001149065402636706e+00,8.296140678304793348e-02
3.080796044135780676e+00,3.687307987843009727e+01,-1.001153487881831339e+00,1.186288348091957268e-02
6.988972277797635968e+00,3.296491659190427015e+01,-1.001152152813746588e+00,2.691193279217438464e-02
7.394118662295583988e+01,1.810293997182049102e-04,-1.003252952665730335e+00,1.481408743446247289e+00
5.685076859729232268e-01,3.938536470381487931e+01,-1.001155183108807689e+00,2.189093909419214876e-03
1.601984578699806860e+01,2.393398923547416501e+01,-1.001156760914781119e+00,6.169094385198017200e-02
3.624884301668838305e+01,4.287943807381329187e+00,-9.886671030262043081e-01,3.349127503215281187e+00
